,RNAME
1240,NIHU01000019.1
1241,NIHU01000014.1
1242,NIHU01000014.1
1243,NIHU01000051.1
1244,NIHU01000006.1
1245,NIHU01000040.1
1246,NIHU01000041.1
1247,NIHU01000004.1
1248,NIHU01000005.1
1249,NIHU01000008.1
1250,NIHU01000011.1
1251,NIHU01000023.1
1253,NIHU01000016.1
1254,NIHU01000018.1
1256,NIHU01000001.1
1257,NIHU01000012.1
1258,NIHU01000011.1
1259,NIHU01000022.1
1260,NIHU01000007.1
1261,NIHU01000001.1
1262,NIHU01000006.1
1263,NIHU01000001.1
1264,NIHU01000009.1
1266,NIHU01000007.1
1267,NIHU01000011.1
1268,NIHU01000022.1
1269,NIHU01000018.1
1270,NIHU01000006.1
1271,NIHU01000001.1
1272,NIHU01000013.1
1273,NIHU01000009.1
1274,NIHU01000004.1
1275,NIHU01000024.1
1276,NIHU01000012.1
1277,NIHU01000030.1
1278,NIHU01000015.1
1279,NIHU01000016.1
1280,NIHU01000019.1
1281,NIHU01000016.1
1282,NIHU01000008.1
1284,NIHU01000012.1
1285,NIHU01000009.1
1286,NIHU01000022.1
1287,NIHU01000012.1
1288,NIHU01000025.1
1289,NIHU01000011.1
1290,NIHU01000012.1
1292,NIHU01000008.1
1294,NIHU01000014.1
1295,NIHU01000005.1
1296,NIHU01000009.1
1297,NIHU01000013.1
1298,NIHU01000002.1
1299,NIHU01000001.1
1300,NIHU01000021.1
1301,NIHU01000017.1
1302,NIHU01000025.1
1303,NIHU01000037.1
1304,NIHU01000032.1
1305,NIHU01000006.1
1306,NIHU01000014.1
1307,NIHU01000015.1
1308,NIHU01000004.1
1309,NIHU01000010.1
1310,NIHU01000004.1
1311,NIHU01000016.1
1312,NIHU01000009.1
1313,NIHU01000006.1
1315,NIHU01000015.1
1316,NIHU01000014.1
1317,NIHU01000005.1
1318,NIHU01000004.1
1319,NIHU01000007.1
1320,NIHU01000021.1
1321,NIHU01000017.1
1322,NIHU01000001.1
1323,NIHU01000021.1
1325,NIHU01000018.1
1326,NIHU01000002.1
1327,NIHU01000016.1
1328,NIHU01000007.1
1329,NIHU01000050.1
1330,NIHU01000002.1
1331,NIHU01000016.1
1332,NIHU01000011.1
1333,NIHU01000038.1
1334,NIHU01000005.1
1335,NIHU01000026.1
1336,NIHU01000011.1
1337,NIHU01000022.1
1338,NIHU01000022.1
1339,NIHU01000017.1
1340,NIHU01000007.1
1341,NIHU01000008.1
1342,NIHU01000005.1
1343,NIHU01000005.1
1345,NIHU01000011.1
1346,NIHU01000005.1
1347,NIHU01000020.1
1348,NIHU01000017.1
1349,NIHU01000009.1
1350,NIHU01000002.1
1351,NIHU01000010.1
1352,NIHU01000005.1
1353,NIHU01000010.1
1354,NIHU01000022.1
1355,NIHU01000009.1
1356,NIHU01000001.1
1359,NIHU01000009.1
1360,NIHU01000005.1
1362,NIHU01000014.1
1363,NIHU01000002.1
1364,NIHU01000007.1
1365,NIHU01000005.1
1366,NIHU01000012.1
1367,NIHU01000004.1
1368,NIHU01000019.1
1369,NIHU01000017.1
1370,NIHU01000006.1
1371,NIHU01000009.1
1372,NIHU01000012.1
1373,NIHU01000001.1
1374,NIHU01000001.1
1375,NIHU01000001.1
1376,NIHU01000006.1
1377,NIHU01000019.1
1378,NIHU01000021.1
1379,NIHU01000013.1
1380,NIHU01000012.1
1381,NIHU01000008.1
1382,NIHU01000004.1
1383,NIHU01000017.1
1384,NIHU01000025.1
1385,NIHU01000016.1
1386,NIHU01000022.1
1387,NIHU01000010.1
1388,NIHU01000005.1
1389,NIHU01000008.1
1390,NIHU01000012.1
1391,NIHU01000012.1
1392,NIHU01000008.1
1393,NIHU01000020.1
1394,NIHU01000012.1
1395,NIHU01000002.1
1396,NIHU01000008.1
1397,NIHU01000023.1
1398,NIHU01000004.1
1399,NIHU01000005.1
1400,NIHU01000024.1
1402,NIHU01000007.1
1403,NIHU01000001.1
1404,NIHU01000001.1
1405,NIHU01000037.1
1406,NIHU01000013.1
1407,NIHU01000017.1
1408,NIHU01000008.1
1409,NIHU01000006.1
1411,NIHU01000009.1
1412,NIHU01000008.1
1414,NIHU01000026.1
1415,NIHU01000025.1
1416,NIHU01000006.1
1417,NIHU01000002.1
1418,NIHU01000013.1
1419,NIHU01000008.1
1420,NIHU01000007.1
1421,NIHU01000021.1
1422,NIHU01000008.1
1423,NIHU01000020.1
1424,NIHU01000017.1
1425,NIHU01000002.1
1426,NIHU01000004.1
1427,NIHU01000001.1
1428,NIHU01000024.1
1429,NIHU01000009.1
1430,NIHU01000026.1
1432,NIHU01000021.1
1433,NIHU01000011.1
1434,NIHU01000037.1
1435,NIHU01000010.1
1437,NIHU01000011.1
1438,NIHU01000023.1
1439,NIHU01000005.1
1440,NIHU01000010.1
1441,NIHU01000018.1
1443,NIHU01000013.1
1444,NIHU01000002.1
1445,NIHU01000005.1
1448,NIHU01000017.1
1449,NIHU01000015.1
1450,NIHU01000008.1
1451,NIHU01000008.1
1452,NIHU01000019.1
1453,NIHU01000030.1
1454,NIHU01000001.1
1455,NIHU01000015.1
1456,NIHU01000024.1
1457,NIHU01000021.1
1458,NIHU01000008.1
1459,NIHU01000001.1
1460,NIHU01000014.1
1461,NIHU01000031.1
1462,NIHU01000009.1
1463,NIHU01000002.1
1464,NIHU01000025.1
1465,NIHU01000001.1
1466,NIHU01000026.1
1467,NIHU01000009.1
1468,NIHU01000013.1
1469,NIHU01000001.1
1470,NIHU01000009.1
1471,NIHU01000041.1
1472,NIHU01000016.1
1473,NIHU01000007.1
1475,NIHU01000002.1
1476,NIHU01000001.1
1477,NIHU01000002.1
1478,NIHU01000008.1
1479,NIHU01000010.1
1481,NIHU01000001.1
1482,NIHU01000001.1
1483,NIHU01000005.1
1484,NIHU01000011.1
1485,NIHU01000026.1
1486,NIHU01000017.1
1487,NIHU01000002.1
1488,NIHU01000004.1
1489,NIHU01000011.1
1490,NIHU01000009.1
1491,NIHU01000015.1
1493,NIHU01000019.1
1494,NIHU01000016.1
1495,NIHU01000009.1
1497,NIHU01000014.1
1498,NIHU01000012.1
1499,NIHU01000019.1
1500,NIHU01000018.1
1501,NIHU01000029.1
1502,NIHU01000021.1
1503,NIHU01000011.1
1504,NIHU01000020.1
1505,NIHU01000004.1
1506,NIHU01000026.1
1507,NIHU01000005.1
1508,NIHU01000009.1
1509,NIHU01000021.1
1510,NIHU01000010.1
1511,NIHU01000009.1
1512,NIHU01000007.1
1513,NIHU01000001.1
1514,NIHU01000009.1
1515,NIHU01000008.1
1516,NIHU01000002.1
1517,NIHU01000010.1
1518,NIHU01000001.1
1519,NIHU01000006.1
1520,NIHU01000009.1
1521,NIHU01000002.1
1522,NIHU01000020.1
1523,NIHU01000018.1
1524,NIHU01000006.1
1525,NIHU01000023.1
1526,NIHU01000026.1
1527,NIHU01000005.1
1528,NIHU01000019.1
1529,NIHU01000009.1
1530,NIHU01000013.1
1531,NIHU01000022.1
1532,NIHU01000006.1
1533,NIHU01000017.1
1534,NIHU01000002.1
1535,NIHU01000010.1
1536,NIHU01000005.1
1537,NIHU01000025.1
1539,NIHU01000019.1
1540,NIHU01000009.1
1542,NIHU01000004.1
1543,NIHU01000002.1
1544,NIHU01000018.1
1545,NIHU01000018.1
1546,NIHU01000008.1
1547,NIHU01000011.1
1549,NIHU01000015.1
1550,NIHU01000005.1
1551,NIHU01000019.1
1552,NIHU01000001.1
1553,NIHU01000025.1
1554,NIHU01000007.1
1555,NIHU01000005.1
1556,NIHU01000002.1
1557,NIHU01000025.1
1558,NIHU01000016.1
1559,NIHU01000010.1
1561,NIHU01000007.1
1562,NIHU01000014.1
1563,NIHU01000002.1
1564,NIHU01000008.1
1565,NIHU01000002.1
1566,NIHU01000039.1
1567,NIHU01000001.1
1568,NIHU01000002.1
1569,NIHU01000010.1
1570,NIHU01000011.1
1571,NIHU01000024.1
1572,NIHU01000011.1
1575,NIHU01000001.1
1576,NIHU01000010.1
1577,NIHU01000008.1
1578,NIHU01000007.1
1579,NIHU01000015.1
1580,NIHU01000015.1
1581,NIHU01000018.1
1582,NIHU01000021.1
1583,NIHU01000015.1
1584,NIHU01000024.1
1585,NIHU01000019.1
1586,NIHU01000006.1
1587,NIHU01000008.1
1588,NIHU01000011.1
1589,NIHU01000002.1
1590,NIHU01000019.1
1591,NIHU01000020.1
1592,NIHU01000018.1
1593,NIHU01000024.1
1594,NIHU01000004.1
1595,NIHU01000024.1
1596,NIHU01000012.1
1597,NIHU01000014.1
1598,NIHU01000013.1
1599,NIHU01000001.1
1600,NIHU01000017.1
1601,NIHU01000014.1
1602,NIHU01000004.1
1603,NIHU01000040.1
1604,NIHU01000016.1
1605,NIHU01000012.1
1606,NIHU01000004.1
1607,NIHU01000009.1
1609,NIHU01000022.1
1610,NIHU01000004.1
1611,NIHU01000016.1
1612,NIHU01000020.1
1613,NIHU01000004.1
1614,NIHU01000035.1
1615,NIHU01000004.1
1616,NIHU01000005.1
1617,NIHU01000055.1
1618,NIHU01000010.1
1619,NIHU01000004.1
1620,NIHU01000015.1
1621,NIHU01000017.1
1622,NIHU01000011.1
1624,NIHU01000017.1
1625,NIHU01000002.1
1626,NIHU01000002.1
1627,NIHU01000006.1
1628,NIHU01000005.1
1629,NIHU01000001.1
1630,NIHU01000005.1
1631,NIHU01000021.1
1632,NIHU01000001.1
1634,NIHU01000006.1
1635,NIHU01000022.1
1636,NIHU01000017.1
1637,NIHU01000006.1
1638,NIHU01000008.1
1639,NIHU01000023.1
1640,NIHU01000001.1
1641,NIHU01000019.1
1642,NIHU01000015.1
1643,NIHU01000002.1
1644,NIHU01000002.1
1645,NIHU01000011.1
1646,NIHU01000001.1
1647,NIHU01000008.1
1648,NIHU01000021.1
1649,NIHU01000010.1
1650,NIHU01000008.1
1651,NIHU01000001.1
1652,NIHU01000017.1
1653,NIHU01000018.1
1654,NIHU01000006.1
1655,NIHU01000009.1
1656,NIHU01000002.1
1657,NIHU01000013.1
1658,NIHU01000008.1
1659,NIHU01000005.1
1660,NIHU01000004.1
1661,NIHU01000010.1
1662,NIHU01000006.1
1664,NIHU01000021.1
1665,NIHU01000017.1
1666,NIHU01000034.1
1667,NIHU01000006.1
1668,NIHU01000016.1
1669,NIHU01000004.1
1670,NIHU01000011.1
1671,NIHU01000012.1
1672,NIHU01000011.1
1673,NIHU01000008.1
1674,NIHU01000019.1
1676,NIHU01000022.1
1677,NIHU01000006.1
1678,NIHU01000020.1
1679,NIHU01000001.1
1680,NIHU01000018.1
1681,NIHU01000023.1
1682,NIHU01000023.1
1683,NIHU01000007.1
1684,NIHU01000024.1
1685,NIHU01000001.1
1686,NIHU01000012.1
1687,NIHU01000009.1
1688,NIHU01000026.1
1689,NIHU01000004.1
1690,NIHU01000020.1
1691,NIHU01000013.1
1693,NIHU01000009.1
1694,NIHU01000026.1
1695,NIHU01000001.1
1696,NIHU01000008.1
1697,NIHU01000019.1
1698,NIHU01000015.1
1699,NIHU01000006.1
1700,NIHU01000019.1
1701,NIHU01000013.1
1702,NIHU01000006.1
1703,NIHU01000002.1
1704,NIHU01000004.1
1705,NIHU01000006.1
1706,NIHU01000005.1
1708,NIHU01000032.1
1709,NIHU01000019.1
1710,NIHU01000004.1
1711,NIHU01000007.1
1712,NIHU01000016.1
1713,NIHU01000007.1
1714,NIHU01000030.1
1715,NIHU01000019.1
1716,NIHU01000035.1
1717,NIHU01000009.1
1718,NIHU01000011.1
1719,NIHU01000007.1
1720,NIHU01000013.1
1721,NIHU01000002.1
1722,NIHU01000013.1
1723,NIHU01000001.1
1724,NIHU01000007.1
1726,NIHU01000006.1
1727,NIHU01000016.1
1728,NIHU01000001.1
1729,NIHU01000020.1
1730,NIHU01000022.1
1731,NIHU01000016.1
1732,NIHU01000012.1
1733,NIHU01000004.1
1734,NIHU01000002.1
1735,NIHU01000010.1
1736,NIHU01000005.1
1737,NIHU01000007.1
1738,NIHU01000001.1
1739,NIHU01000001.1
1740,NIHU01000015.1
1741,NIHU01000020.1
1742,NIHU01000004.1
1743,NIHU01000018.1
1744,NIHU01000007.1
1745,NIHU01000011.1
1746,NIHU01000009.1
1747,NIHU01000007.1
1748,NIHU01000022.1
1749,NIHU01000006.1
1750,NIHU01000007.1
1751,NIHU01000013.1
1752,NIHU01000014.1
1753,NIHU01000009.1
1754,NIHU01000010.1
1756,NIHU01000001.1
1757,NIHU01000014.1
1758,NIHU01000005.1
1759,NIHU01000015.1
1760,NIHU01000005.1
1761,NIHU01000001.1
1762,NIHU01000001.1
1763,NIHU01000022.1
1764,NIHU01000017.1
1765,NIHU01000011.1
1766,NIHU01000004.1
1767,NIHU01000002.1
1768,NIHU01000008.1
1769,NIHU01000001.1
1771,NIHU01000026.1
1772,NIHU01000009.1
1773,NIHU01000020.1
1774,NIHU01000010.1
1775,NIHU01000013.1
1776,NIHU01000020.1
1777,NIHU01000006.1
1778,NIHU01000014.1
1779,NIHU01000019.1
1780,NIHU01000004.1
1781,NIHU01000005.1
1782,NIHU01000008.1
1783,NIHU01000007.1
1784,NIHU01000044.1
1786,NIHU01000001.1
1787,NIHU01000001.1
1788,NIHU01000012.1
1789,NIHU01000016.1
1790,NIHU01000018.1
1791,NIHU01000011.1
1792,NIHU01000016.1
1793,NIHU01000005.1
1794,NIHU01000007.1
1795,NIHU01000009.1
1796,NIHU01000020.1
1797,NIHU01000019.1
1798,NIHU01000015.1
1799,NIHU01000030.1
1801,NIHU01000006.1
1802,NIHU01000016.1
1803,NIHU01000002.1
1804,NIHU01000002.1
1805,NIHU01000002.1
1806,NIHU01000012.1
1807,NIHU01000012.1
1808,NIHU01000006.1
1809,NIHU01000013.1
1811,NIHU01000001.1
1812,NIHU01000002.1
1813,NIHU01000023.1
1814,NIHU01000011.1
1815,NIHU01000010.1
1816,NIHU01000009.1
1817,NIHU01000006.1
1818,NIHU01000026.1
1819,NIHU01000013.1
1820,NIHU01000018.1
1821,NIHU01000005.1
1822,NIHU01000019.1
1823,NIHU01000012.1
1825,NIHU01000004.1
1826,NIHU01000023.1
1827,NIHU01000018.1
1828,NIHU01000001.1
1829,NIHU01000002.1
1830,NIHU01000018.1
1831,NIHU01000016.1
1832,NIHU01000006.1
1833,NIHU01000004.1
1834,NIHU01000019.1
1835,NIHU01000017.1
1836,NIHU01000008.1
1837,NIHU01000023.1
1838,NIHU01000002.1
1839,NIHU01000023.1
1840,NIHU01000009.1
1841,NIHU01000018.1
1842,NIHU01000025.1
1844,NIHU01000006.1
1846,NIHU01000006.1
1847,NIHU01000009.1
1848,NIHU01000011.1
1849,NIHU01000001.1
1850,NIHU01000012.1
1851,NIHU01000006.1
1852,NIHU01000024.1
1854,NIHU01000009.1
1855,NIHU01000022.1
1856,NIHU01000008.1
1857,NIHU01000004.1
1858,NIHU01000009.1
1859,NIHU01000011.1
1860,NIHU01000005.1
1861,NIHU01000021.1
1862,NIHU01000007.1
1863,NIHU01000008.1
1864,NIHU01000015.1
1865,NIHU01000016.1
1866,NIHU01000006.1
1867,NIHU01000004.1
1869,NIHU01000008.1
1870,NIHU01000001.1
1871,NIHU01000024.1
1872,NIHU01000010.1
1873,NIHU01000017.1
1874,NIHU01000026.1
1875,NIHU01000011.1
1876,NIHU01000007.1
1877,NIHU01000012.1
1878,NIHU01000002.1
1879,NIHU01000014.1
1880,NIHU01000006.1
1881,NIHU01000004.1
1882,NIHU01000010.1
1884,NIHU01000024.1
1886,NIHU01000011.1
1887,NIHU01000008.1
1888,NIHU01000009.1
1889,NIHU01000004.1
1890,NIHU01000005.1
1892,NIHU01000005.1
1893,NIHU01000006.1
1894,NIHU01000012.1
1895,NIHU01000004.1
1896,NIHU01000011.1
1897,NIHU01000009.1
1899,NIHU01000005.1
1900,NIHU01000004.1
1901,NIHU01000006.1
1902,NIHU01000018.1
1903,NIHU01000006.1
1904,NIHU01000020.1
1906,NIHU01000014.1
1907,NIHU01000038.1
1908,NIHU01000005.1
1910,NIHU01000014.1
1911,NIHU01000011.1
1912,NIHU01000017.1
1913,NIHU01000012.1
1914,NIHU01000016.1
1915,NIHU01000005.1
1916,NIHU01000011.1
1917,NIHU01000002.1
1918,NIHU01000021.1
1920,NIHU01000010.1
1921,NIHU01000013.1
1922,NIHU01000014.1
1923,NIHU01000010.1
1924,NIHU01000001.1
1925,NIHU01000002.1
1926,NIHU01000006.1
1927,NIHU01000029.1
1928,NIHU01000011.1
1929,NIHU01000008.1
1930,NIHU01000019.1
1931,NIHU01000001.1
1932,NIHU01000006.1
1933,NIHU01000004.1
1935,NIHU01000004.1
1936,NIHU01000012.1
1937,NIHU01000011.1
1938,NIHU01000008.1
1939,NIHU01000002.1
1940,NIHU01000007.1
1941,NIHU01000022.1
1942,NIHU01000011.1
1943,NIHU01000010.1
1944,NIHU01000005.1
1945,NIHU01000014.1
1946,NIHU01000007.1
1947,NIHU01000005.1
1948,NIHU01000010.1
1949,NIHU01000011.1
1950,NIHU01000001.1
1951,NIHU01000005.1
1952,NIHU01000009.1
1954,NIHU01000004.1
1956,NIHU01000001.1
1957,NIHU01000001.1
1958,NIHU01000041.1
1959,NIHU01000007.1
1960,NIHU01000015.1
1961,NIHU01000001.1
1962,NIHU01000004.1
1963,NIHU01000001.1
1964,NIHU01000002.1
1965,NIHU01000001.1
1966,NIHU01000014.1
1967,NIHU01000008.1
1968,NIHU01000012.1
1969,NIHU01000002.1
1970,NIHU01000030.1
1971,NIHU01000006.1
1972,NIHU01000013.1
1973,NIHU01000008.1
1974,NIHU01000005.1
1975,NIHU01000012.1
1976,NIHU01000008.1
1977,NIHU01000008.1
1978,NIHU01000011.1
1979,NIHU01000026.1
1981,NIHU01000012.1
1982,NIHU01000013.1
1983,NIHU01000012.1
1984,NIHU01000007.1
1985,NIHU01000002.1
1986,NIHU01000015.1
1987,NIHU01000014.1
1988,NIHU01000010.1
1989,NIHU01000006.1
1990,NIHU01000007.1
1991,NIHU01000009.1
1992,NIHU01000021.1
1993,NIHU01000021.1
1994,NIHU01000004.1
1995,NIHU01000014.1
1996,NIHU01000010.1
1997,NIHU01000024.1
1998,NIHU01000011.1
1999,NIHU01000026.1
2000,NIHU01000022.1
2001,NIHU01000011.1
2002,NIHU01000015.1
2004,NIHU01000005.1
2005,NIHU01000010.1
2006,NIHU01000001.1
2007,NIHU01000031.1
2008,NIHU01000009.1
2009,NIHU01000031.1
2010,NIHU01000015.1
2011,NIHU01000008.1
2012,NIHU01000005.1
2013,NIHU01000010.1
2014,NIHU01000012.1
2015,NIHU01000009.1
2016,NIHU01000001.1
2017,NIHU01000012.1
2018,NIHU01000009.1
2019,NIHU01000022.1
2020,NIHU01000001.1
2021,NIHU01000021.1
2022,NIHU01000005.1
2023,NIHU01000007.1
2024,NIHU01000008.1
2025,NIHU01000029.1
2026,NIHU01000002.1
2027,NIHU01000006.1
2028,NIHU01000005.1
2029,NIHU01000010.1
2030,NIHU01000022.1
2031,NIHU01000002.1
2032,NIHU01000010.1
2033,NIHU01000020.1
2034,NIHU01000024.1
2035,NIHU01000015.1
2036,NIHU01000012.1
2037,NIHU01000001.1
2038,NIHU01000002.1
2039,NIHU01000021.1
2040,NIHU01000017.1
2041,NIHU01000002.1
2042,NIHU01000002.1
2043,NIHU01000015.1
2044,NIHU01000024.1
2046,NIHU01000001.1
2047,NIHU01000013.1
2048,NIHU01000022.1
2049,NIHU01000001.1
2050,NIHU01000005.1
2051,NIHU01000017.1
2052,NIHU01000026.1
2053,NIHU01000006.1
2054,NIHU01000025.1
2055,NIHU01000006.1
2056,NIHU01000005.1
2057,NIHU01000005.1
2058,NIHU01000011.1
2059,NIHU01000011.1
2060,NIHU01000022.1
2061,NIHU01000012.1
2062,NIHU01000018.1
2063,NIHU01000011.1
2064,NIHU01000009.1
2066,NIHU01000010.1
2067,NIHU01000021.1
2068,NIHU01000008.1
2069,NIHU01000001.1
2070,NIHU01000016.1
2071,NIHU01000015.1
2073,NIHU01000011.1
2074,NIHU01000007.1
2075,NIHU01000012.1
2076,NIHU01000015.1
2077,NIHU01000002.1
2078,NIHU01000002.1
2079,NIHU01000002.1
2080,NIHU01000007.1
2081,NIHU01000014.1
2082,NIHU01000018.1
2083,NIHU01000004.1
2085,NIHU01000006.1
2086,NIHU01000004.1
2087,NIHU01000005.1
2088,NIHU01000013.1
2089,NIHU01000023.1
2090,NIHU01000017.1
2091,NIHU01000001.1
2092,NIHU01000012.1
2093,NIHU01000020.1
2094,NIHU01000012.1
2095,NIHU01000021.1
2097,NIHU01000007.1
2098,NIHU01000012.1
2099,NIHU01000006.1
2101,NIHU01000010.1
2102,NIHU01000013.1
2103,NIHU01000008.1
2104,NIHU01000023.1
2105,NIHU01000004.1
2107,NIHU01000007.1
2109,NIHU01000002.1
2110,NIHU01000002.1
2111,NIHU01000024.1
2112,NIHU01000014.1
2113,NIHU01000017.1
2114,NIHU01000009.1
2115,NIHU01000036.1
2116,NIHU01000002.1
2117,NIHU01000018.1
2119,NIHU01000005.1
2120,NIHU01000001.1
2121,NIHU01000007.1
2122,NIHU01000010.1
2123,NIHU01000005.1
2124,NIHU01000006.1
2125,NIHU01000009.1
2126,NIHU01000013.1
2127,NIHU01000009.1
2128,NIHU01000004.1
2130,NIHU01000016.1
2131,NIHU01000033.1
2132,NIHU01000018.1
2133,NIHU01000020.1
2134,NIHU01000013.1
2135,NIHU01000009.1
2137,NIHU01000008.1
2138,NIHU01000018.1
2139,NIHU01000011.1
2140,NIHU01000024.1
2141,NIHU01000007.1
2142,NIHU01000039.1
2143,NIHU01000011.1
2144,NIHU01000001.1
2145,NIHU01000042.1
2146,NIHU01000037.1
2147,NIHU01000039.1
2148,NIHU01000012.1
2149,NIHU01000012.1
2150,NIHU01000004.1
2151,NIHU01000022.1
2152,NIHU01000012.1
2153,NIHU01000012.1
2154,NIHU01000038.1
2155,NIHU01000007.1
2156,NIHU01000009.1
2157,NIHU01000024.1
2158,NIHU01000002.1
2159,NIHU01000020.1
2160,NIHU01000002.1
2161,NIHU01000022.1
2162,NIHU01000004.1
2163,NIHU01000024.1
2164,NIHU01000001.1
2165,NIHU01000001.1
2167,NIHU01000002.1
2168,NIHU01000006.1
2169,NIHU01000001.1
2170,NIHU01000020.1
2171,NIHU01000019.1
2172,NIHU01000001.1
2173,NIHU01000001.1
2174,NIHU01000018.1
2175,NIHU01000007.1
2176,NIHU01000002.1
2177,NIHU01000001.1
2178,NIHU01000001.1
2179,NIHU01000014.1
2180,NIHU01000010.1
2181,NIHU01000017.1
2182,NIHU01000015.1
2183,NIHU01000004.1
2184,NIHU01000008.1
2185,NIHU01000007.1
2186,NIHU01000005.1
2187,NIHU01000005.1
2188,NIHU01000006.1
2189,NIHU01000016.1
2190,NIHU01000025.1
2191,NIHU01000013.1
2192,NIHU01000004.1
2194,NIHU01000025.1
2195,NIHU01000015.1
2196,NIHU01000007.1
2197,NIHU01000011.1
2198,NIHU01000033.1
2199,NIHU01000011.1
2200,NIHU01000001.1
2201,NIHU01000008.1
2202,NIHU01000004.1
2203,NIHU01000022.1
2204,NIHU01000014.1
2205,NIHU01000009.1
2206,NIHU01000010.1
2207,NIHU01000026.1
2208,NIHU01000010.1
2209,NIHU01000001.1
2210,NIHU01000005.1
2211,NIHU01000017.1
2212,NIHU01000021.1
2213,NIHU01000004.1
2214,NIHU01000007.1
2215,NIHU01000013.1
2216,NIHU01000005.1
2217,NIHU01000010.1
2218,NIHU01000019.1
2219,NIHU01000007.1
2220,NIHU01000013.1
2221,NIHU01000006.1
2223,NIHU01000022.1
2224,NIHU01000002.1
2225,NIHU01000004.1
2226,NIHU01000020.1
2227,NIHU01000020.1
2228,NIHU01000007.1
2229,NIHU01000009.1
2230,NIHU01000002.1
2231,NIHU01000008.1
2232,NIHU01000021.1
2233,NIHU01000024.1
2234,NIHU01000007.1
2235,NIHU01000008.1
2237,NIHU01000014.1
2238,NIHU01000009.1
2239,NIHU01000011.1
2240,NIHU01000006.1
2241,NIHU01000005.1
2242,NIHU01000030.1
2243,NIHU01000022.1
2244,NIHU01000030.1
2245,NIHU01000008.1
2246,NIHU01000012.1
2247,NIHU01000009.1
2248,NIHU01000025.1
2249,NIHU01000007.1
2250,NIHU01000001.1
2251,NIHU01000029.1
2252,NIHU01000009.1
2253,NIHU01000036.1
2254,NIHU01000010.1
2255,NIHU01000009.1
2256,NIHU01000001.1
2257,NIHU01000002.1
2258,NIHU01000010.1
2259,NIHU01000008.1
2260,NIHU01000007.1
2261,NIHU01000008.1
2262,NIHU01000024.1
2263,NIHU01000009.1
2264,NIHU01000009.1
2265,NIHU01000006.1
2266,NIHU01000025.1
2267,NIHU01000006.1
2270,NIHU01000007.1
2271,NIHU01000002.1
2273,NIHU01000001.1
2274,NIHU01000033.1
2275,NIHU01000006.1
2276,NIHU01000016.1
2277,NIHU01000017.1
2278,NIHU01000008.1
2279,NIHU01000013.1
2281,NIHU01000020.1
2282,NIHU01000025.1
2283,NIHU01000001.1
2284,NIHU01000010.1
2285,NIHU01000016.1
2286,NIHU01000011.1
2287,NIHU01000015.1
2288,NIHU01000021.1
2289,NIHU01000001.1
2291,NIHU01000007.1
2292,NIHU01000021.1
2293,NIHU01000018.1
2294,NIHU01000009.1
2295,NIHU01000002.1
2296,NIHU01000023.1
2297,NIHU01000017.1
2298,NIHU01000006.1
2300,NIHU01000002.1
2301,NIHU01000012.1
2302,NIHU01000002.1
2303,NIHU01000006.1
2304,NIHU01000008.1
2305,NIHU01000006.1
2306,NIHU01000002.1
2307,NIHU01000007.1
2308,NIHU01000010.1
2309,NIHU01000016.1
2310,NIHU01000014.1
2311,NIHU01000013.1
2312,NIHU01000016.1
2313,NIHU01000017.1
2314,NIHU01000015.1
2315,NIHU01000026.1
2316,NIHU01000001.1
2318,NIHU01000013.1
2320,NIHU01000024.1
2321,NIHU01000013.1
2322,NIHU01000009.1
2323,NIHU01000001.1
2324,NIHU01000019.1
2326,NIHU01000001.1
2327,NIHU01000009.1
2328,NIHU01000018.1
2329,NIHU01000015.1
2330,NIHU01000012.1
2332,NIHU01000017.1
2333,NIHU01000007.1
2334,NIHU01000002.1
2335,NIHU01000015.1
2336,NIHU01000006.1
2338,NIHU01000011.1
2339,NIHU01000007.1
2340,NIHU01000031.1
2341,NIHU01000019.1
2342,NIHU01000001.1
2343,NIHU01000004.1
2344,NIHU01000023.1
2345,NIHU01000009.1
2346,NIHU01000001.1
2347,NIHU01000024.1
2348,NIHU01000006.1
2350,NIHU01000002.1
2351,NIHU01000016.1
2352,NIHU01000007.1
2353,NIHU01000004.1
2354,NIHU01000008.1
2355,NIHU01000015.1
2357,NIHU01000001.1
2358,NIHU01000012.1
2359,NIHU01000018.1
2360,NIHU01000008.1
2361,NIHU01000002.1
2362,NIHU01000004.1
2363,NIHU01000020.1
2364,NIHU01000025.1
2366,NIHU01000008.1
2367,NIHU01000007.1
2368,NIHU01000013.1
2369,NIHU01000018.1
2370,NIHU01000024.1
2371,NIHU01000026.1
2372,NIHU01000024.1
2373,NIHU01000002.1
2375,NIHU01000015.1
2376,NIHU01000005.1
2377,NIHU01000018.1
2378,NIHU01000016.1
2380,NIHU01000002.1
2381,NIHU01000007.1
2382,NIHU01000007.1
2383,NIHU01000018.1
2384,NIHU01000008.1
2385,NIHU01000014.1
2386,NIHU01000029.1
2387,NIHU01000010.1
2388,NIHU01000002.1
2389,NIHU01000012.1
2390,NIHU01000012.1
2391,NIHU01000004.1
2392,NIHU01000001.1
2393,NIHU01000018.1
2394,NIHU01000026.1
2396,NIHU01000017.1
2397,NIHU01000014.1
2399,NIHU01000005.1
2400,NIHU01000001.1
2401,NIHU01000001.1
2402,NIHU01000017.1
2403,NIHU01000017.1
2404,NIHU01000020.1
2405,NIHU01000001.1
2406,NIHU01000010.1
2407,NIHU01000015.1
2408,NIHU01000007.1
